Investment_ID,Investor_Name,Investment_Type,Investment_Amount,Investment_Date,Maturity_Date,Risk_Category,Return_Rate,Broker,Status
100287,Charlie,Stocks,11696.73,2020-01-15,2028-10-22,Medium,8.58,BrokerB,Closed
100288,Charlie,Real Estate,22636.44,2020-05-25,2028-05-09,Low,14.5,BrokerC,Pending
100289,David,Crypto,68100.84,2023-12-20,2025-04-18,Medium,9.7,BrokerC,Active
100290,Fay,Bonds,88760.61,2023-07-16,2029-06-05,Medium,14.78,BrokerA,Active
100291,Alice,Mutual Funds,82341.94,2020-04-30,2028-07-16,Medium,12.85,BrokerA,Active
100292,David,Crypto,70087.76,2021-04-13,2028-08-18,Low,1.99,BrokerA,Pending
100293,Charlie,Crypto,15491.03,2020-05-18,2026-11-17,High,10.39,BrokerB,Closed
100294,Alice,Real Estate,32472.81,2020-03-05,2025-05-15,High,5.37,BrokerC,Closed
100295,David,Stocks,34431.65,2024-10-26,2026-11-07,Medium,9.05,BrokerA,Closed
100296,Fay,Bonds,28745.91,2021-11-07,2025-07-13,Low,5.27,BrokerA,Closed
100297,David,Stocks,53925.54,2020-05-25,2028-02-17,Medium,6.21,BrokerD,Active
100298,Fay,Bonds,55877.61,2022-11-18,2028-10-21,High,13.96,BrokerD,Pending
100299,Charlie,Bonds,38904.17,2021-05-02,2027-03-03,Low,4.29,BrokerA,Active
100300,Fay,Stocks,38609.97,2021-07-24,2026-08-05,High,13.3,BrokerD,Pending
100301,Alice,Crypto,83712.78,2023-10-02,2026-06-01,High,1.91,BrokerD,Closed
100302,Charlie,Bonds,79982.82,2022-09-21,2029-01-22,Low,2.73,BrokerD,Pending
100303,Alice,Stocks,34240.6,2021-03-14,2029-10-11,Low,13.04,BrokerB,Active
100304,Eve,Bonds,91809.9,2023-01-09,2028-09-06,Medium,10.01,BrokerA,Active
100305,Bob,Mutual Funds,95517.43,2020-09-27,2028-05-19,Medium,11.59,BrokerA,Closed
100306,Fay,Crypto,36040.54,2024-01-21,2029-11-24,High,4.33,BrokerD,Active
100307,Bob,Real Estate,38670.37,2024-12-12,2025-11-04,Low,8.75,BrokerB,Active
100308,Bob,Bonds,53035.24,2023-03-15,2026-11-14,Low,11.45,BrokerD,Pending
100309,Fay,Mutual Funds,94406.48,2023-03-26,2025-06-16,Medium,9.97,BrokerB,Active
100310,Charlie,Real Estate,88250.35,2022-08-26,2028-04-08,High,7.87,BrokerA,Closed
100311,Eve,Real Estate,14743.96,2021-05-12,2028-09-21,High,14.46,BrokerD,Closed
100312,Alice,Bonds,42309.42,2024-05-25,2025-10-17,Medium,10.63,BrokerA,Active
100313,David,Stocks,57570.26,2022-08-26,2026-12-18,Low,13.75,BrokerB,Closed
100314,Alice,Bonds,52797.58,2024-07-11,2026-09-28,Medium,11.35,BrokerC,Pending
100315,David,Mutual Funds,23416.99,2022-04-13,2028-09-05,Medium,11.43,BrokerB,Pending
100316,Alice,Real Estate,86587.59,2021-01-24,2028-12-01,Medium,2.58,BrokerC,Active
100317,Fay,Bonds,69309.37,2020-07-12,2028-09-18,Medium,6.35,BrokerA,Active
100318,Eve,Stocks,84601.3,2020-07-17,2027-03-14,Low,13.09,BrokerA,Pending
100319,David,Bonds,86582.61,2023-09-11,2025-09-22,Medium,4.64,BrokerD,Closed
100320,Charlie,Crypto,76093.81,2022-06-01,2028-05-03,Low,3.06,BrokerC,Active
100321,Alice,Stocks,46725.01,2021-12-26,2028-12-22,Medium,5.9,BrokerB,Active
100322,Alice,Mutual Funds,63001.94,2022-05-17,2025-06-23,High,4.48,BrokerA,Closed
100323,David,Real Estate,20234.71,2022-04-21,2026-09-27,Low,13.99,BrokerC,Active
100324,Charlie,Bonds,68996.31,2022-08-14,2028-02-19,High,13.22,BrokerB,Closed
100325,Charlie,Stocks,22029.06,2024-11-04,2027-02-11,Medium,8.25,BrokerC,Closed
100326,Fay,Crypto,70925.21,2024-02-02,2028-08-10,Medium,2.33,BrokerB,Closed
100327,Fay,Stocks,26811.83,2020-04-20,2029-06-10,Medium,11.15,BrokerB,Closed
100328,Fay,Crypto,16167.37,2023-10-11,2026-11-04,Low,9.92,BrokerB,Closed
100329,Fay,Mutual Funds,20702.03,2023-08-31,2029-07-24,High,14.6,BrokerB,Pending
100330,Fay,Real Estate,5189.25,2023-08-16,2025-09-19,Low,9.05,BrokerC,Closed
100331,Fay,Mutual Funds,73280.26,2020-07-20,2028-10-04,Low,6.04,BrokerC,Pending
100332,Eve,Bonds,74578.1,2020-05-04,2028-12-10,Medium,8.51,BrokerD,Closed
100333,Charlie,Stocks,53918.67,2022-04-04,2029-08-25,High,14.72,BrokerC,Active
100334,Fay,Crypto,20329.47,2024-01-31,2029-02-22,Medium,10.9,BrokerC,Pending
100335,Charlie,Crypto,12937.66,2021-11-25,2028-11-04,Low,10.57,BrokerD,Active
100336,Charlie,Stocks,6817.25,2024-06-27,2027-12-15,Medium,4.75,BrokerC,Closed
100337,Bob,Stocks,20746.08,2024-10-30,2025-07-11,High,11.54,BrokerB,Closed
100338,Eve,Bonds,89631.28,2020-08-11,2028-08-16,Medium,11.63,BrokerA,Active
100339,Fay,Mutual Funds,27946.0,2021-05-24,2028-10-05,High,5.78,BrokerA,Closed
100340,Alice,Crypto,38655.78,2021-01-27,2027-05-18,High,8.03,BrokerD,Active
100341,David,Bonds,15007.82,2021-01-24,2027-11-08,Medium,5.48,BrokerC,Closed
100342,Alice,Mutual Funds,26124.32,2023-01-03,2027-01-12,Low,4.99,BrokerC,Closed
100343,Eve,Bonds,54326.33,2022-07-07,2025-02-07,Medium,1.85,BrokerD,Pending
100344,David,Crypto,62736.5,2020-10-14,2027-01-13,Low,5.35,BrokerA,Active
100345,Eve,Stocks,28308.47,2022-05-14,2026-09-25,Low,8.98,BrokerB,Closed
100346,Charlie,Stocks,10484.56,2021-01-10,2026-01-05,Medium,1.52,BrokerC,Active
100347,David,Mutual Funds,42148.12,2021-07-24,2026-03-15,Low,5.32,BrokerD,Pending
100348,Charlie,Real Estate,27249.32,2022-08-05,2026-12-01,Low,13.4,BrokerB,Active
100349,Alice,Mutual Funds,25857.62,2021-05-26,2029-04-19,Medium,9.51,BrokerD,Pending
100350,Alice,Real Estate,96186.97,2024-11-25,2027-09-23,Medium,9.71,BrokerD,Active
100351,David,Bonds,63548.55,2020-06-03,2026-01-29,Medium,6.95,BrokerD,Active
100352,David,Bonds,57903.45,2022-06-26,2026-04-09,Low,10.63,BrokerA,Pending
100353,Fay,Crypto,44498.63,2024-07-12,2025-10-09,High,4.06,BrokerA,Closed
100354,Eve,Real Estate,45749.71,2024-10-30,2025-11-14,Low,12.55,BrokerD,Closed
100355,Fay,Crypto,56385.98,2024-10-19,2025-06-08,High,3.08,BrokerC,Closed
100356,Eve,Stocks,71160.83,2023-02-01,2026-08-29,Medium,10.36,BrokerB,Active
100357,Fay,Real Estate,71703.88,2020-07-19,2029-09-26,High,6.11,BrokerC,Active
100358,Charlie,Mutual Funds,21310.92,2020-04-13,2029-06-03,Medium,11.59,BrokerA,Closed
100359,David,Stocks,52510.71,2023-08-28,2025-07-27,Medium,8.92,BrokerB,Active
100360,Alice,Stocks,44136.02,2023-01-12,2027-11-06,High,7.61,BrokerD,Active
100361,Eve,Mutual Funds,87700.06,2024-09-08,2029-04-28,Medium,3.79,BrokerC,Closed
100362,Eve,Stocks,64984.8,2020-01-31,2028-01-11,High,10.1,BrokerC,Pending
100363,Alice,Real Estate,55587.89,2020-07-10,2029-09-07,Medium,14.66,BrokerD,Active
100364,Fay,Crypto,15962.49,2024-03-23,2029-02-21,Low,12.65,BrokerC,Active
100365,Eve,Stocks,62535.6,2024-10-04,2029-12-15,Low,2.31,BrokerA,Active
100366,Charlie,Real Estate,16134.37,2021-04-29,2027-12-15,Medium,6.58,BrokerD,Active
100367,David,Bonds,37034.62,2020-12-06,2025-03-19,Medium,14.0,BrokerC,Pending
100368,Alice,Real Estate,18569.99,2022-04-12,2028-09-17,High,8.29,BrokerD,Closed
100369,David,Crypto,70747.0,2022-09-21,2026-11-21,Low,10.44,BrokerB,Active
100370,Eve,Real Estate,24593.95,2022-09-12,2029-11-30,High,13.82,BrokerD,Closed
100371,Eve,Mutual Funds,42226.64,2021-03-13,2029-04-19,Medium,13.3,BrokerC,Active
100372,Alice,Crypto,90089.1,2024-11-05,2028-06-19,Medium,8.27,BrokerA,Pending
100373,Charlie,Bonds,24410.06,2022-04-01,2025-09-26,High,7.41,BrokerD,Closed
100374,Bob,Mutual Funds,53241.48,2020-04-30,2028-05-08,Medium,6.09,BrokerD,Pending
100375,Alice,Real Estate,44830.81,2020-12-03,2027-02-11,Low,11.21,BrokerC,Active
100376,Bob,Crypto,6721.78,2022-02-15,2025-11-12,High,5.37,BrokerA,Pending
100377,Fay,Bonds,80312.02,2020-01-05,2025-11-29,Low,4.87,BrokerA,Pending
100378,Bob,Mutual Funds,11559.36,2022-03-10,2026-01-06,Low,6.31,BrokerB,Active
100379,Charlie,Bonds,50054.23,2021-06-27,2029-08-30,Low,3.89,BrokerB,Active
100380,Fay,Real Estate,58264.44,2024-05-24,2028-11-19,High,10.88,BrokerC,Closed
100381,Bob,Bonds,64700.51,2024-05-26,2029-04-29,Medium,9.82,BrokerA,Active
100382,Fay,Stocks,70420.0,2022-07-20,2028-07-03,Low,8.02,BrokerA,Closed
100383,Bob,Mutual Funds,29060.88,2021-08-07,2029-07-15,Low,6.77,BrokerB,Pending
100384,Charlie,Bonds,5947.98,2022-05-16,2025-12-06,Low,13.77,BrokerB,Pending
100385,Bob,Real Estate,73727.15,2023-11-27,2029-01-16,Medium,1.89,BrokerC,Closed
100386,Bob,Real Estate,55887.38,2024-02-05,2027-06-16,Medium,11.88,BrokerA,Active
100387,Bob,Bonds,84431.18,2024-05-23,2025-03-31,High,13.68,BrokerD,Active
100388,Alice,Real Estate,83031.89,2023-02-12,2027-04-22,Medium,7.53,BrokerB,Pending
100389,Alice,Crypto,85115.99,2023-09-17,2027-01-17,High,8.93,BrokerC,Closed
100390,Alice,Crypto,51083.99,2024-01-11,2028-10-17,High,14.25,BrokerA,Pending
100391,Charlie,Crypto,36694.7,2022-09-23,2029-01-13,High,4.37,BrokerA,Pending
100392,Fay,Stocks,80198.03,2020-11-13,2026-05-02,High,8.52,BrokerB,Active
100393,Eve,Bonds,47872.94,2021-01-23,2027-06-29,High,7.91,BrokerC,Closed
100394,Bob,Stocks,22427.01,2021-08-30,2028-06-04,Low,4.99,BrokerD,Pending
100395,Bob,Real Estate,86222.53,2021-03-21,2026-08-07,Medium,12.55,BrokerB,Active
100396,Charlie,Stocks,88843.19,2020-04-29,2029-03-21,Low,13.64,BrokerC,Pending
100397,Bob,Real Estate,49299.43,2023-04-01,2029-03-14,High,12.06,BrokerA,Pending
100398,Alice,Real Estate,12191.47,2024-02-15,2029-05-25,Medium,4.14,BrokerD,Active
100399,Eve,Mutual Funds,41843.48,2023-01-15,2027-07-09,Low,2.67,BrokerC,Active
100400,David,Crypto,81336.08,2020-05-04,2026-04-25,Low,9.67,BrokerD,Closed
100401,Bob,Real Estate,90668.53,2024-03-11,2027-12-30,High,2.27,BrokerC,Pending
100402,Alice,Mutual Funds,24329.91,2021-10-04,2026-05-05,Low,10.58,BrokerC,Closed
100403,David,Crypto,11362.49,2020-04-27,2026-09-26,Low,8.66,BrokerC,Active
100404,Eve,Real Estate,88348.29,2020-04-12,2029-07-15,Low,10.45,BrokerC,Active
100405,David,Real Estate,41993.47,2023-04-11,2029-05-26,Low,9.47,BrokerD,Pending
100406,Alice,Stocks,56467.29,2022-09-03,2027-08-19,Low,7.21,BrokerB,Closed
100407,Fay,Stocks,96966.25,2022-10-26,2029-09-07,High,4.21,BrokerD,Closed
100408,Fay,Crypto,11323.65,2024-10-12,2026-02-02,High,5.63,BrokerC,Pending
100409,David,Real Estate,66590.21,2022-12-23,2027-01-24,Low,8.58,BrokerD,Pending
100410,Charlie,Bonds,12040.02,2020-11-18,2028-10-21,High,10.3,BrokerD,Closed
100411,David,Stocks,40669.55,2020-04-26,2028-03-14,High,12.02,BrokerD,Active
100412,Bob,Crypto,81362.38,2022-11-06,2027-06-22,Medium,11.86,BrokerC,Active
100413,Bob,Real Estate,46179.86,2020-06-13,2027-08-04,Low,14.63,BrokerD,Pending
100414,Fay,Real Estate,99732.32,2024-10-09,2029-04-25,High,5.36,BrokerA,Closed
100415,Charlie,Bonds,58110.63,2021-01-15,2026-08-01,High,2.46,BrokerC,Closed
100416,Alice,Crypto,35510.4,2020-05-20,2029-05-13,Low,6.17,BrokerD,Closed
100417,Bob,Real Estate,25910.58,2023-05-03,2027-02-22,Medium,11.53,BrokerA,Active
100418,Fay,Stocks,38299.45,2020-05-19,2027-10-27,Low,7.41,BrokerD,Active
100419,Eve,Bonds,40390.66,2023-10-14,2027-12-17,Medium,12.54,BrokerB,Closed
100420,Fay,Crypto,11527.8,2024-10-31,2027-05-08,Low,8.92,BrokerD,Closed
100421,Bob,Bonds,40109.55,2021-04-26,2025-11-28,Low,14.05,BrokerD,Pending
100422,Bob,Stocks,49102.66,2022-04-06,2029-07-31,Low,14.3,BrokerB,Pending
100423,Fay,Crypto,73660.09,2020-09-02,2026-02-13,Low,2.44,BrokerC,Closed
100424,Alice,Bonds,67389.3,2024-12-28,2029-06-29,Medium,7.66,BrokerB,Closed
100425,David,Mutual Funds,72332.74,2023-03-12,2028-05-23,Medium,9.73,BrokerC,Active
100426,Bob,Stocks,5794.55,2021-05-19,2025-10-11,High,4.95,BrokerB,Closed
100427,Fay,Stocks,25678.4,2023-03-31,2029-11-23,Low,7.0,BrokerD,Pending
100428,Fay,Stocks,67860.01,2023-05-02,2026-05-28,Medium,10.65,BrokerD,Active
100429,Charlie,Mutual Funds,50978.99,2020-03-22,2025-04-17,Medium,4.56,BrokerC,Pending
100430,David,Mutual Funds,5504.78,2023-06-22,2028-08-06,Medium,9.63,BrokerC,Pending
100431,Eve,Real Estate,81426.99,2020-06-16,2027-09-12,Low,10.92,BrokerA,Active
100432,Alice,Bonds,78416.91,2022-05-08,2029-11-26,High,2.72,BrokerA,Pending
100433,Eve,Real Estate,57099.82,2023-09-08,2027-01-31,Medium,8.22,BrokerD,Closed
100434,David,Bonds,11314.02,2023-04-10,2028-02-10,Low,5.05,BrokerD,Pending
100435,David,Mutual Funds,77818.93,2023-03-03,2025-07-30,Medium,11.28,BrokerA,Active
100436,David,Mutual Funds,60452.79,2022-12-06,2028-12-27,Medium,4.06,BrokerA,Active
100437,Eve,Real Estate,79286.2,2021-10-09,2029-09-29,High,13.55,BrokerC,Active
100438,David,Crypto,76415.96,2021-06-18,2027-11-23,Medium,7.32,BrokerB,Pending
100439,Fay,Real Estate,81285.2,2021-02-22,2029-10-10,Medium,4.17,BrokerC,Closed
100440,Eve,Bonds,54210.77,2023-10-03,2025-09-13,Low,7.41,BrokerA,Active
100441,David,Real Estate,18330.83,2024-01-06,2026-08-07,Low,7.02,BrokerD,Closed
100442,Fay,Stocks,68759.96,2021-10-05,2025-06-21,High,7.29,BrokerA,Active
100443,Charlie,Bonds,63945.01,2021-05-03,2029-04-12,Low,9.41,BrokerD,Closed
100444,David,Bonds,75514.05,2021-06-27,2025-11-25,Low,8.54,BrokerD,Closed
100445,Eve,Crypto,21138.7,2022-03-21,2026-07-13,High,3.52,BrokerD,Closed
100446,Bob,Mutual Funds,23522.64,2020-09-25,2027-07-10,Medium,2.39,BrokerD,Active
100447,David,Bonds,89588.9,2023-10-07,2027-11-18,High,11.35,BrokerB,Pending
100448,Bob,Mutual Funds,76247.89,2023-08-14,2025-10-29,Low,9.06,BrokerA,Pending
100449,Fay,Real Estate,91281.71,2021-09-06,2029-08-29,High,6.35,BrokerC,Pending
100450,Charlie,Stocks,77077.96,2022-07-25,2027-06-15,Medium,12.41,BrokerD,Closed
100451,Alice,Crypto,61729.75,2021-10-09,2025-07-07,High,6.74,BrokerD,Active
100452,Charlie,Mutual Funds,67142.61,2024-03-19,2026-03-31,Low,12.25,BrokerC,Closed
100453,David,Bonds,89467.15,2020-05-28,2029-07-31,Low,5.63,BrokerC,Active
100454,Bob,Mutual Funds,59986.64,2020-01-20,2027-07-13,High,2.48,BrokerD,Closed
100455,Bob,Bonds,65077.18,2022-07-27,2029-12-17,Medium,14.09,BrokerC,Active
100456,Eve,Mutual Funds,19865.29,2023-06-26,2026-12-17,High,6.83,BrokerC,Active
100457,Bob,Bonds,50022.52,2023-02-27,2025-02-24,Medium,12.2,BrokerB,Active
100458,Eve,Real Estate,73057.73,2020-07-23,2027-04-30,Medium,5.27,BrokerC,Closed
100459,Fay,Bonds,30739.56,2020-05-30,2025-04-20,High,10.23,BrokerA,Pending
100460,Alice,Bonds,24214.15,2023-01-06,2027-03-23,Medium,13.29,BrokerA,Closed
100461,David,Stocks,34813.55,2021-03-12,2027-10-26,Low,2.06,BrokerA,Closed
100462,Eve,Bonds,27942.56,2022-11-02,2027-02-05,High,12.71,BrokerD,Active
100463,Alice,Stocks,25416.7,2021-06-27,2026-04-28,Medium,9.21,BrokerA,Active
100464,Bob,Crypto,45360.83,2020-09-28,2027-03-02,Low,9.7,BrokerB,Pending
100465,Bob,Stocks,91244.66,2021-12-15,2025-06-17,High,8.56,BrokerA,Pending
100466,Alice,Real Estate,53170.67,2024-12-09,2027-02-07,Low,13.31,BrokerD,Active
100467,Bob,Stocks,22852.44,2020-05-20,2026-04-05,Low,2.09,BrokerB,Pending
100468,Fay,Crypto,12312.31,2024-12-05,2025-02-27,Low,5.02,BrokerA,Pending
100469,Fay,Real Estate,71134.83,2021-05-15,2026-10-15,Medium,13.32,BrokerB,Active
100470,Alice,Mutual Funds,41365.88,2022-01-26,2025-07-22,High,11.66,BrokerB,Closed
100471,Eve,Mutual Funds,83073.94,2021-08-06,2029-09-15,High,1.74,BrokerD,Pending
100472,Eve,Stocks,67653.52,2020-11-19,2029-01-03,Medium,8.48,BrokerD,Active
100473,Alice,Stocks,80642.94,2022-06-16,2028-08-24,High,8.65,BrokerB,Pending
100474,Eve,Crypto,30834.87,2024-09-03,2026-11-18,Low,6.91,BrokerA,Pending
100475,Eve,Crypto,70774.1,2023-01-17,2029-06-09,High,5.51,BrokerD,Active
100476,Fay,Bonds,30085.89,2023-12-11,2025-10-27,Medium,10.7,BrokerB,Pending
100477,Eve,Crypto,94211.51,2021-09-11,2025-10-09,Low,4.31,BrokerC,Pending
100478,Charlie,Bonds,65455.56,2023-06-06,2025-03-20,Medium,12.29,BrokerC,Pending
100479,David,Real Estate,35828.62,2024-07-10,2026-08-11,Low,12.34,BrokerD,Closed
100480,Bob,Stocks,30603.63,2023-09-01,2029-08-27,Low,7.11,BrokerA,Closed
100481,Charlie,Real Estate,23138.03,2022-12-19,2027-08-26,High,5.33,BrokerC,Pending
100482,Eve,Crypto,70990.89,2020-01-17,2028-11-26,Low,5.33,BrokerC,Active
100483,Fay,Real Estate,25777.98,2023-09-29,2029-08-30,Medium,8.01,BrokerC,Pending
100484,Alice,Real Estate,61553.81,2024-07-31,2025-10-12,High,11.21,BrokerA,Pending
100485,Eve,Real Estate,30140.33,2023-02-09,2029-04-04,Medium,6.34,BrokerA,Closed
100486,Fay,Crypto,67887.05,2021-09-05,2028-12-15,Low,9.74,BrokerD,Closed
100487,David,Real Estate,82419.27,2023-09-20,2027-08-19,Medium,6.66,BrokerD,Closed
100488,Eve,Bonds,78912.4,2020-07-31,2027-07-08,Medium,5.61,BrokerC,Pending
100489,Alice,Crypto,77280.88,2024-12-03,2028-06-14,Low,1.84,BrokerA,Pending
100490,Fay,Real Estate,22833.63,2020-10-02,2025-01-11,High,1.55,BrokerB,Active
100491,Fay,Crypto,13396.57,2021-06-25,2025-06-12,Medium,4.57,BrokerC,Pending
100492,Fay,Mutual Funds,71400.14,2020-08-24,2025-02-08,Low,6.99,BrokerD,Pending
100493,David,Bonds,39992.99,2024-12-27,2026-06-09,High,12.99,BrokerA,Closed
100494,Eve,Real Estate,46072.89,2020-08-07,2026-03-18,High,12.28,BrokerD,Closed
100495,David,Mutual Funds,7959.16,2024-02-29,2029-09-07,High,5.11,BrokerD,Closed
100496,Bob,Mutual Funds,29659.76,2023-02-07,2025-11-03,Medium,4.8,BrokerA,Closed
100497,Bob,Crypto,8199.26,2020-11-14,2028-01-29,Medium,4.57,BrokerC,Closed
100498,Eve,Mutual Funds,88522.65,2021-07-11,2029-01-29,Medium,6.08,BrokerA,Active
100499,David,Bonds,28122.68,2021-07-31,2028-05-31,High,8.23,BrokerC,Active
100500,Alice,Bonds,57947.03,2023-05-23,2027-12-17,Medium,7.42,BrokerD,Active
100501,Fay,Stocks,8703.04,2021-03-07,2027-05-17,Low,4.45,BrokerA,Closed
100502,Fay,Bonds,68350.5,2024-01-09,2025-08-16,Medium,3.26,BrokerB,Closed
100503,Eve,Mutual Funds,35687.6,2021-12-03,2029-05-09,Medium,1.67,BrokerC,Closed
100504,Bob,Bonds,90302.32,2021-02-20,2026-08-14,High,3.58,BrokerB,Active
100505,Bob,Crypto,89371.23,2023-11-08,2026-05-02,Medium,11.02,BrokerC,Closed
100506,Fay,Stocks,35902.61,2023-07-22,2026-09-09,Low,4.79,BrokerA,Active
100507,Eve,Mutual Funds,90591.29,2024-10-12,2025-09-07,High,7.83,BrokerB,Closed
100508,David,Stocks,99634.98,2021-06-24,2025-04-08,Low,9.48,BrokerA,Pending
100509,Bob,Mutual Funds,83414.49,2022-11-01,2026-05-04,High,13.47,BrokerC,Active
100510,David,Crypto,85262.78,2022-09-27,2027-05-10,High,13.5,BrokerC,Pending
100511,Bob,Stocks,28655.83,2021-05-29,2028-08-01,Medium,11.57,BrokerC,Active
100512,Bob,Real Estate,59786.73,2024-09-28,2029-06-14,Low,1.97,BrokerC,Closed
100513,Charlie,Mutual Funds,11389.31,2020-04-14,2028-06-29,High,9.26,BrokerD,Closed
100514,Bob,Real Estate,14017.2,2020-07-08,2027-07-26,Medium,12.12,BrokerC,Pending
100515,Alice,Stocks,99894.8,2023-07-23,2025-05-09,High,1.73,BrokerB,Closed
100516,Eve,Real Estate,36030.73,2022-05-17,2025-08-16,High,8.92,BrokerC,Active
100517,Eve,Real Estate,76077.47,2024-08-25,2029-09-10,High,13.08,BrokerA,Closed
100518,David,Stocks,81633.18,2021-07-20,2027-10-21,High,7.9,BrokerD,Closed
100519,Bob,Crypto,86512.21,2020-03-31,2028-05-07,High,1.56,BrokerB,Active
100520,Alice,Real Estate,99774.69,2020-01-08,2028-01-03,High,1.65,BrokerD,Pending
100521,David,Real Estate,27942.17,2021-11-14,2025-02-03,Medium,7.12,BrokerD,Pending
100522,Charlie,Crypto,8833.33,2024-04-28,2028-07-18,High,3.59,BrokerD,Closed
100523,David,Real Estate,44063.19,2020-09-24,2027-11-22,Low,10.47,BrokerA,Active
100524,David,Real Estate,17357.66,2023-07-28,2028-03-23,Medium,11.07,BrokerD,Pending
100525,Bob,Real Estate,7130.46,2021-06-20,2026-05-11,Low,3.9,BrokerD,Pending
100526,Charlie,Bonds,39240.55,2020-11-26,2029-01-11,High,13.5,BrokerC,Closed
100527,David,Crypto,79455.13,2024-02-27,2025-10-22,Low,7.47,BrokerA,Active
100528,Alice,Real Estate,58787.17,2022-06-23,2026-08-20,High,3.43,BrokerB,Pending
100529,Alice,Crypto,34713.91,2023-02-03,2027-05-30,High,11.82,BrokerB,Closed
100530,Eve,Mutual Funds,67162.49,2023-12-16,2025-01-04,Medium,12.16,BrokerB,Closed
100531,Charlie,Mutual Funds,27041.73,2022-05-25,2028-06-13,Medium,10.13,BrokerA,Closed
100532,Charlie,Real Estate,6366.24,2023-02-22,2026-12-24,High,13.02,BrokerB,Closed
100533,Eve,Crypto,77613.57,2020-01-20,2026-05-08,Medium,11.45,BrokerA,Pending
100534,David,Crypto,64255.59,2020-08-17,2028-03-14,Low,13.41,BrokerC,Active
100535,Charlie,Crypto,77418.75,2020-06-03,2027-05-04,Medium,7.36,BrokerC,Closed
100536,Alice,Bonds,8699.11,2024-12-13,2026-01-19,Medium,11.59,BrokerA,Closed
100537,Alice,Mutual Funds,84526.36,2023-11-16,2028-09-22,Low,15.0,BrokerB,Pending
100538,Bob,Crypto,63854.99,2020-11-01,2028-09-30,Medium,11.29,BrokerA,Closed
100539,Charlie,Crypto,58522.56,2023-01-22,2025-06-25,High,3.04,BrokerA,Closed
100540,David,Bonds,64338.33,2020-03-14,2027-12-09,Low,8.5,BrokerD,Active
100541,Eve,Bonds,87121.16,2024-09-05,2027-01-09,High,9.43,BrokerA,Closed
100542,Eve,Crypto,60758.97,2022-01-26,2025-05-19,Low,3.85,BrokerD,Pending
100543,David,Stocks,60190.29,2023-04-07,2027-12-14,High,14.5,BrokerC,Active
100544,Fay,Crypto,99114.52,2023-02-05,2028-01-20,High,3.87,BrokerD,Pending
100545,Bob,Crypto,76889.37,2020-10-30,2027-11-06,Medium,3.9,BrokerA,Active
100546,Eve,Bonds,47017.91,2022-05-30,2029-05-30,High,13.85,BrokerC,Active
100547,Charlie,Bonds,72202.72,2020-09-18,2027-11-06,Medium,7.78,BrokerD,Closed
100548,Bob,Crypto,41976.89,2020-03-26,2028-02-09,Low,2.35,BrokerA,Closed
100549,Charlie,Crypto,26743.17,2021-09-23,2025-02-11,High,9.58,BrokerC,Closed
100550,Alice,Crypto,61700.93,2022-01-16,2027-03-11,High,9.62,BrokerD,Pending
100551,Bob,Bonds,93177.3,2024-06-18,2029-11-24,Low,2.37,BrokerA,Closed
100552,Eve,Crypto,93268.25,2024-10-28,2027-08-21,Low,14.63,BrokerA,Closed
100553,Bob,Crypto,37481.0,2020-03-22,2025-03-31,High,8.84,BrokerB,Active
100554,Bob,Real Estate,55129.36,2022-01-02,2028-07-25,Low,9.06,BrokerB,Closed
100555,Bob,Stocks,25105.41,2021-03-06,2027-03-04,Medium,8.52,BrokerD,Closed
100556,Fay,Mutual Funds,99584.96,2023-10-28,2027-02-04,Low,9.74,BrokerD,Closed
100557,Bob,Stocks,98206.2,2021-05-26,2026-06-04,Low,5.07,BrokerD,Closed
100558,Charlie,Real Estate,66703.35,2023-09-27,2029-03-11,High,5.38,BrokerA,Active
100559,Alice,Mutual Funds,81419.34,2020-07-29,2025-02-03,Medium,8.4,BrokerD,Closed
100560,David,Crypto,72934.52,2021-12-25,2027-01-02,Low,12.39,BrokerA,Active
100561,Bob,Real Estate,61350.03,2024-05-16,2029-06-03,Medium,2.17,BrokerD,Pending
100562,Eve,Crypto,10068.06,2023-02-20,2025-05-19,Medium,9.65,BrokerA,Closed
100563,Bob,Bonds,48202.61,2024-12-15,2026-12-08,Medium,12.39,BrokerA,Closed
100564,Eve,Real Estate,69104.7,2024-11-26,2026-05-09,High,3.62,BrokerB,Closed
100565,Charlie,Bonds,69365.5,2022-04-12,2029-02-10,Low,1.7,BrokerC,Active
100566,Eve,Real Estate,40446.65,2023-06-25,2028-09-07,High,5.72,BrokerA,Closed
100567,David,Real Estate,94460.74,2024-03-14,2028-07-10,Low,9.44,BrokerD,Closed
100568,Alice,Bonds,20898.92,2020-11-12,2025-08-01,Low,3.37,BrokerB,Pending
100569,Eve,Mutual Funds,52534.15,2021-04-29,2029-04-30,High,7.25,BrokerD,Active
100570,Eve,Stocks,70633.98,2024-11-05,2028-04-06,Medium,8.96,BrokerD,Active
100571,Alice,Crypto,71227.9,2020-11-28,2029-02-14,Medium,9.58,BrokerA,Pending
100572,David,Real Estate,66620.7,2024-06-26,2029-03-30,Low,5.2,BrokerA,Active
100573,Bob,Crypto,31152.38,2024-07-18,2026-11-12,High,6.9,BrokerC,Closed
100574,Eve,Bonds,19839.62,2020-12-28,2025-10-01,Medium,12.01,BrokerA,Closed
100575,Alice,Crypto,65414.33,2024-12-10,2025-04-01,Medium,14.21,BrokerA,Pending
