customer_id,customer_name,gender,age,city,state,customer_segment,onboarding_date,kyc_status
C0309,Arjun Iyer,Male,36,Indore,Madhya Pradesh,Retail,2025-05-15,Rejected
C0310,Sandeep Iyer,Male,55,Jaipur,Rajasthan,Retail,2025-03-24,Verified
C0311,Pooja Khan,Female,67,Pune,Maharashtra,Retail,2021-02-07,Verified
C0312,Aisha Iyer,Female,68,Pune,Maharashtra,Retail,2022-06-25,Verified
C0313,Rahul Khan,Male,39,Jaipur,Rajasthan,Corporate,2024-09-06,Verified
C0314,Arjun Gupta,Male,56,Chennai,Tamil Nadu,Retail,2025-08-07,Verified
C0315,Pooja Reddy,Female,67,Indore,Madhya Pradesh,Retail,2021-11-20,Verified
C0316,Anjali Nair,Female,54,Indore,Madhya Pradesh,Retail,2020-08-28,Verified
C0317,Amit Singh,Male,25,Mumbai,Maharashtra,Premium,2022-08-05,Verified
C0318,Rahul Iyer,Male,63,Jaipur,Rajasthan,Retail,2025-06-02,Verified
C0319,Priya Sharma,Female,67,Jaipur,Rajasthan,Retail,2025-12-08,Verified
C0320,Ritika Khan,Female,32,Mumbai,Maharashtra,Retail,2024-10-29,Verified
C0321,Amit Das,Male,43,Bengaluru,Karnataka,Retail,2022-10-30,Verified
C0322,Meera Verma,Female,65,Pune,Maharashtra,Corporate,2022-09-23,Verified
C0323,Rohan Singh,Male,26,Bhopal,Madhya Pradesh,Premium,2020-05-09,Verified
C0324,Meera Patel,Female,26,Jaipur,Rajasthan,Retail,2021-12-02,Verified
C0325,Meera Singh,Female,54,Nagpur,Maharashtra,Retail,2021-01-25,Rejected
C0326,Arjun Iyer,Male,38,Patna,Bihar,Premium,2025-05-01,Pending
C0327,Amit Singh,Male,32,Patna,Bihar,Retail,2020-05-14,Verified
C0328,Priya Iyer,Female,25,Lucknow,Uttar Pradesh,Retail,2024-06-19,Verified
C0329,Anjali Mehta,Female,45,Chennai,Tamil Nadu,Retail,2023-09-20,Verified
C0330,Amit Das,Male,35,Indore,Madhya Pradesh,Corporate,2024-11-25,Verified
C0331,Karan Mehta,Male,22,Nagpur,Maharashtra,Retail,2023-08-29,Verified
C0332,Kavya Reddy,Female,32,Chennai,Tamil Nadu,Retail,2024-11-03,Pending
C0333,Neha Mehta,Female,38,Hyderabad,Telangana,Premium,2020-12-02,Verified
C0334,Sandeep Joshi,Male,44,Nagpur,Maharashtra,Retail,2023-07-21,Verified
C0335,Amit Sharma,Male,29,Hyderabad,Telangana,Retail,2021-02-22,Verified
C0336,Vikram Patel,Male,22,Kolkata,West Bengal,Retail,2021-02-27,Verified
C0337,Karan Das,Male,21,Delhi,Delhi,Retail,2024-04-26,Verified
C0338,Meera Patel,Female,57,Nagpur,Maharashtra,Retail,2022-09-21,Pending
C0339,Sandeep Nair,Male,25,Bengaluru,Karnataka,Retail,2021-08-20,Verified
C0340,Sandeep Khan,Male,37,Ahmedabad,Gujarat,Retail,2024-01-19,Verified
C0341,Nikhil Mehta,Male,21,Lucknow,Uttar Pradesh,Retail,2023-06-01,Verified
C0342,Aisha Mehta,Female,48,Ahmedabad,Gujarat,Premium,2023-10-03,Verified
C0343,Rohan Gupta,Male,32,Lucknow,Uttar Pradesh,Corporate,2023-07-10,Verified
C0344,Aisha Khan,Female,41,Indore,Madhya Pradesh,Premium,2022-09-19,Verified
C0345,Pooja Patel,Female,64,Pune,Maharashtra,Retail,2022-01-06,Verified
C0346,Nikhil Joshi,Male,47,Chennai,Tamil Nadu,Retail,2020-10-10,Verified
C0347,Anjali Singh,Female,45,Hyderabad,Telangana,Retail,2024-09-29,Verified
C0348,Nikhil Mehta,Male,55,Kolkata,West Bengal,Retail,2024-09-09,Verified
C0349,Karan Joshi,Male,27,Patna,Bihar,Premium,2020-12-14,Verified
C0350,Karan Nair,Male,69,Kochi,Kerala,Retail,2024-06-24,Verified
C0351,Meera Verma,Female,56,Mumbai,Maharashtra,Retail,2025-10-25,Verified
C0352,Nikhil Gupta,Male,30,Ahmedabad,Gujarat,Retail,2025-08-11,Verified
C0353,Priya Reddy,Female,28,Delhi,Delhi,Retail,2020-12-17,Pending
C0354,Karan Khan,Male,43,Pune,Maharashtra,Retail,2025-06-01,Verified
C0355,Neha Reddy,Female,23,Indore,Madhya Pradesh,Premium,2023-05-14,Verified
C0356,Rahul Gupta,Male,54,Kochi,Kerala,Retail,2022-09-26,Verified
C0357,Manish Nair,Male,46,Pune,Maharashtra,Retail,2022-08-07,Pending
C0358,Vikram Singh,Male,49,Kochi,Kerala,Retail,2022-03-19,Verified
C0359,Meera Sharma,Female,57,Indore,Madhya Pradesh,Retail,2020-09-13,Verified
C0360,Manish Nair,Male,63,Pune,Maharashtra,Retail,2022-12-10,Verified
C0361,Ritika Singh,Female,43,Pune,Maharashtra,Retail,2021-04-12,Verified
C0362,Kavya Mehta,Female,60,Bengaluru,Karnataka,Premium,2023-05-03,Verified
C0363,Vikram Gupta,Male,65,Delhi,Delhi,Retail,2024-03-09,Verified
C0364,Manish Patel,Male,32,Ahmedabad,Gujarat,Retail,2024-09-28,Verified
C0365,Ritika Joshi,Female,52,Patna,Bihar,Retail,2021-11-14,Rejected
C0366,Anjali Nair,Female,21,Pune,Maharashtra,Premium,2024-01-10,Verified
C0367,Anjali Iyer,Female,47,Bhopal,Madhya Pradesh,Retail,2025-07-20,Verified
C0368,Meera Joshi,Female,69,Bhopal,Madhya Pradesh,Retail,2020-05-06,Verified
C0369,Rohan Sharma,Male,57,Hyderabad,Telangana,Retail,2025-02-16,Verified
C0370,Ritika Das,Female,55,Delhi,Delhi,Retail,2024-02-11,Verified
C0371,Nikhil Das,Male,40,Chennai,Tamil Nadu,Corporate,2022-10-10,Verified
C0372,Nikhil Khan,Male,70,Pune,Maharashtra,Premium,2021-04-25,Verified
C0373,Arjun Joshi,Male,31,Lucknow,Uttar Pradesh,Premium,2024-10-19,Verified
C0374,Arjun Iyer,Male,59,Nagpur,Maharashtra,Retail,2023-02-25,Verified
C0375,Karan Joshi,Male,64,Hyderabad,Telangana,Retail,2025-10-08,Verified
C0376,Vikram Patel,Male,65,Patna,Bihar,Retail,2021-06-03,Verified
C0377,Arjun Nair,Male,52,Indore,Madhya Pradesh,Retail,2024-05-27,Verified
C0378,Saurabh Singh,Male,61,Hyderabad,Telangana,Retail,2020-11-05,Verified
C0379,Sandeep Das,Male,50,Indore,Madhya Pradesh,Retail,2024-02-20,Pending
C0380,Aisha Mehta,Female,67,Mumbai,Maharashtra,Premium,2021-01-16,Verified
C0381,Aisha Verma,Female,34,Nagpur,Maharashtra,Retail,2024-10-25,Verified
C0382,Pooja Gupta,Female,57,Bhopal,Madhya Pradesh,Retail,2021-06-18,Verified
C0383,Aisha Singh,Female,22,Nagpur,Maharashtra,Retail,2025-02-25,Verified
C0384,Vikram Reddy,Male,65,Kolkata,West Bengal,Retail,2022-04-08,Pending
C0385,Rohan Nair,Male,37,Bhopal,Madhya Pradesh,Corporate,2024-01-16,Verified
C0386,Karan Singh,Male,67,Patna,Bihar,Retail,2023-06-05,Verified
C0387,Sandeep Singh,Male,25,Delhi,Delhi,Premium,2025-05-07,Verified
C0388,Saurabh Iyer,Male,28,Jaipur,Rajasthan,Premium,2023-11-08,Verified
C0389,Anjali Reddy,Female,27,Delhi,Delhi,Retail,2021-02-23,Verified
C0390,Aisha Khan,Female,62,Bengaluru,Karnataka,Retail,2021-06-29,Verified
C0391,Amit Das,Male,43,Lucknow,Uttar Pradesh,Retail,2024-12-07,Verified
C0392,Vikram Patel,Male,27,Lucknow,Uttar Pradesh,Premium,2020-12-21,Verified
C0393,Amit Mehta,Male,29,Indore,Madhya Pradesh,Retail,2023-07-12,Pending
C0394,Rohan Singh,Male,70,Delhi,Delhi,Retail,2023-03-13,Verified
C0395,Rohan Iyer,Male,39,Jaipur,Rajasthan,Retail,2024-05-23,Verified
C0396,Arjun Reddy,Male,54,Ahmedabad,Gujarat,Retail,2020-10-17,Verified
C0397,Karan Gupta,Male,44,Bengaluru,Karnataka,Retail,2024-09-19,Verified
C0398,Nikhil Verma,Male,23,Mumbai,Maharashtra,Retail,2022-06-02,Verified
C0399,Sandeep Das,Male,48,Hyderabad,Telangana,Retail,2024-08-28,Verified
C0400,Neha Singh,Female,40,Jaipur,Rajasthan,Retail,2020-12-08,Verified
C0401,Manish Iyer,Male,40,Nagpur,Maharashtra,Retail,2020-09-27,Verified
C0402,Sneha Sharma,Female,60,Chennai,Tamil Nadu,Retail,2025-01-31,Verified
C0403,Rohan Singh,Male,66,Indore,Madhya Pradesh,Premium,2020-02-21,Verified
C0404,Rahul Nair,Male,31,Kolkata,West Bengal,Corporate,2022-11-27,Verified
C0405,Anjali Joshi,Female,70,Nagpur,Maharashtra,Premium,2021-04-28,Verified
C0406,Karan Patel,Male,52,Hyderabad,Telangana,Retail,2020-11-11,Verified
C0407,Ritika Gupta,Female,31,Mumbai,Maharashtra,Retail,2024-02-15,Verified
C0408,Neha Mehta,Female,21,Kochi,Kerala,Premium,2025-09-15,Verified
C0409,Rahul Iyer,Male,32,Mumbai,Maharashtra,Retail,2021-09-06,Verified
C0410,Manish Joshi,Male,47,Indore,Madhya Pradesh,Premium,2022-10-13,Verified
C0411,Pooja Verma,Female,32,Lucknow,Uttar Pradesh,Retail,2020-08-03,Verified
C0412,Manish Sharma,Male,70,Ahmedabad,Gujarat,Retail,2023-03-02,Verified
C0413,Aisha Verma,Female,57,Jaipur,Rajasthan,Retail,2023-04-09,Verified
C0414,Shreya Iyer,Female,67,Kolkata,West Bengal,Retail,2022-03-11,Rejected
C0415,Vikram Sharma,Male,61,Patna,Bihar,Retail,2023-11-19,Verified
C0416,Karan Sharma,Male,27,Nagpur,Maharashtra,Premium,2023-06-13,Verified
C0417,Manish Iyer,Male,66,Ahmedabad,Gujarat,Retail,2021-08-06,Verified
C0418,Neha Sharma,Female,65,Patna,Bihar,Retail,2024-08-18,Verified
C0419,Kavya Joshi,Female,25,Delhi,Delhi,Retail,2024-06-03,Verified
C0420,Sandeep Singh,Male,46,Bengaluru,Karnataka,Retail,2023-07-14,Verified
C0421,Aisha Reddy,Female,70,Hyderabad,Telangana,Retail,2021-07-11,Pending
C0422,Vikram Verma,Male,55,Bengaluru,Karnataka,Retail,2021-05-09,Verified
C0423,Sneha Reddy,Female,31,Hyderabad,Telangana,Retail,2021-01-05,Verified
C0424,Shreya Sharma,Female,66,Chennai,Tamil Nadu,Premium,2021-01-08,Verified
C0425,Karan Patel,Male,22,Jaipur,Rajasthan,Retail,2021-12-13,Verified
C0426,Kavya Das,Female,29,Indore,Madhya Pradesh,Retail,2021-02-21,Verified
C0427,Rahul Sharma,Male,46,Bhopal,Madhya Pradesh,Premium,2022-03-22,Verified
C0428,Neha Mehta,Female,25,Lucknow,Uttar Pradesh,Retail,2020-03-30,Verified
C0429,Nikhil Nair,Male,28,Delhi,Delhi,Corporate,2023-09-20,Verified
C0430,Nikhil Sharma,Male,52,Bengaluru,Karnataka,Corporate,2024-06-05,Verified
C0431,Sandeep Singh,Male,38,Ahmedabad,Gujarat,Retail,2022-02-05,Verified
C0432,Kavya Nair,Female,52,Mumbai,Maharashtra,Retail,2023-04-23,Verified
C0433,Ritika Reddy,Female,33,Mumbai,Maharashtra,Retail,2024-09-13,Verified
C0434,Manish Sharma,Male,43,Ahmedabad,Gujarat,Premium,2025-06-08,Verified
C0435,Meera Khan,Female,70,Bengaluru,Karnataka,Retail,2020-04-30,Verified
C0436,Priya Reddy,Female,31,Jaipur,Rajasthan,Retail,2022-08-11,Verified
C0437,Arjun Singh,Male,69,Chennai,Tamil Nadu,Retail,2020-08-17,Verified
C0438,Saurabh Patel,Male,32,Pune,Maharashtra,Corporate,2021-12-12,Rejected
C0439,Saurabh Gupta,Male,66,Nagpur,Maharashtra,Premium,2020-04-25,Verified
C0440,Shreya Mehta,Female,55,Bengaluru,Karnataka,Retail,2025-07-09,Verified
C0441,Anjali Reddy,Female,22,Mumbai,Maharashtra,Retail,2022-06-15,Verified
C0442,Priya Gupta,Female,66,Patna,Bihar,Retail,2023-10-27,Verified
C0443,Karan Sharma,Male,70,Mumbai,Maharashtra,Retail,2021-08-03,Verified
C0444,Manish Gupta,Male,58,Delhi,Delhi,Retail,2024-06-08,Pending
C0445,Karan Khan,Male,61,Pune,Maharashtra,Retail,2024-11-24,Verified
C0446,Aisha Nair,Female,35,Indore,Madhya Pradesh,Corporate,2024-01-01,Verified
C0447,Sandeep Khan,Male,65,Indore,Madhya Pradesh,Premium,2020-01-08,Verified
C0448,Shreya Sharma,Female,61,Bengaluru,Karnataka,Retail,2022-06-23,Pending
C0449,Nikhil Nair,Male,31,Pune,Maharashtra,Premium,2023-08-01,Verified
C0450,Karan Reddy,Male,43,Mumbai,Maharashtra,Retail,2020-10-04,Verified
C0451,Neha Joshi,Female,31,Mumbai,Maharashtra,Retail,2024-09-14,Verified
C0452,Kavya Patel,Female,57,Pune,Maharashtra,Retail,2025-05-17,Verified
C0453,Vikram Reddy,Male,41,Delhi,Delhi,Premium,2020-03-23,Verified
C0454,Neha Verma,Female,56,Pune,Maharashtra,Retail,2020-11-03,Verified
C0455,Karan Mehta,Male,62,Lucknow,Uttar Pradesh,Premium,2024-11-01,Verified
C0456,Saurabh Patel,Male,47,Bengaluru,Karnataka,Retail,2022-02-17,Verified
C0457,Pooja Khan,Female,30,Chennai,Tamil Nadu,Retail,2025-07-03,Verified
C0458,Karan Sharma,Male,33,Ahmedabad,Gujarat,Retail,2025-05-21,Verified
C0459,Rahul Iyer,Male,28,Bengaluru,Karnataka,Retail,2025-04-23,Rejected
C0460,Meera Reddy,Female,32,Kolkata,West Bengal,Premium,2024-05-06,Verified
C0461,Meera Gupta,Female,37,Bengaluru,Karnataka,Retail,2025-03-19,Verified
C0462,Rohan Mehta,Male,26,Mumbai,Maharashtra,Retail,2021-01-31,Verified
C0463,Ritika Patel,Female,54,Nagpur,Maharashtra,Retail,2024-05-04,Verified
C0464,Ritika Singh,Female,51,Bhopal,Madhya Pradesh,Corporate,2022-08-23,Verified
C0465,Neha Patel,Female,57,Patna,Bihar,Premium,2025-10-17,Verified
C0466,Amit Reddy,Male,33,Bengaluru,Karnataka,Corporate,2022-05-17,Verified
C0467,Rahul Patel,Male,59,Delhi,Delhi,Corporate,2021-08-28,Verified
C0468,Aisha Joshi,Female,56,Patna,Bihar,Premium,2024-06-15,Verified
C0469,Pooja Das,Female,47,Kolkata,West Bengal,Corporate,2025-11-10,Verified
C0470,Sandeep Nair,Male,27,Bengaluru,Karnataka,Retail,2021-02-14,Verified
C0471,Rohan Das,Male,62,Patna,Bihar,Retail,2024-04-17,Verified
C0472,Shreya Mehta,Female,60,Kolkata,West Bengal,Retail,2021-08-12,Verified
C0473,Priya Patel,Female,68,Patna,Bihar,Premium,2020-07-20,Verified
C0474,Pooja Gupta,Female,38,Mumbai,Maharashtra,Retail,2023-06-27,Verified
C0475,Neha Iyer,Female,38,Bengaluru,Karnataka,Retail,2023-08-07,Verified
C0476,Shreya Singh,Female,68,Delhi,Delhi,Retail,2024-07-25,Verified
C0477,Ritika Gupta,Female,40,Bhopal,Madhya Pradesh,Retail,2020-09-25,Verified
C0478,Anjali Das,Female,24,Patna,Bihar,Retail,2022-04-02,Verified
C0479,Rahul Reddy,Male,44,Mumbai,Maharashtra,Corporate,2023-01-27,Verified
C0480,Ritika Patel,Female,44,Kochi,Kerala,Corporate,2022-09-17,Verified
C0481,Shreya Reddy,Female,43,Bengaluru,Karnataka,Corporate,2023-12-03,Verified
C0482,Rohan Joshi,Male,24,Bhopal,Madhya Pradesh,Premium,2024-05-02,Verified
C0483,Saurabh Iyer,Male,38,Bhopal,Madhya Pradesh,Retail,2022-04-26,Verified
C0484,Ritika Sharma,Female,51,Bhopal,Madhya Pradesh,Premium,2020-02-06,Verified
C0485,Vikram Mehta,Male,66,Nagpur,Maharashtra,Retail,2023-06-05,Verified
C0486,Meera Patel,Female,40,Bhopal,Madhya Pradesh,Retail,2025-03-26,Verified
C0487,Shreya Verma,Female,56,Mumbai,Maharashtra,Retail,2024-03-12,Verified
C0488,Pooja Singh,Female,61,Delhi,Delhi,Retail,2023-02-06,Verified
C0489,Pooja Khan,Female,33,Kochi,Kerala,Premium,2023-05-08,Pending
C0490,Manish Iyer,Male,63,Patna,Bihar,Retail,2024-07-13,Verified
C0491,Anjali Joshi,Female,47,Mumbai,Maharashtra,Premium,2022-11-28,Rejected
C0492,Meera Joshi,Female,42,Mumbai,Maharashtra,Retail,2022-02-16,Rejected
C0493,Manish Singh,Male,53,Nagpur,Maharashtra,Retail,2024-01-08,Pending
C0494,Anjali Singh,Female,29,Patna,Bihar,Retail,2025-04-12,Verified
C0495,Ritika Nair,Female,43,Kochi,Kerala,Premium,2022-06-29,Verified
C0496,Rohan Patel,Male,50,Nagpur,Maharashtra,Premium,2023-04-19,Verified
C0497,Nikhil Sharma,Male,51,Bhopal,Madhya Pradesh,Retail,2020-10-18,Verified
C0498,Manish Verma,Male,24,Bhopal,Madhya Pradesh,Premium,2024-08-19,Verified
C0499,Vikram Iyer,Male,30,Pune,Maharashtra,Retail,2025-02-17,Verified
C0500,Anjali Verma,Female,61,Kolkata,West Bengal,Retail,2023-07-07,Rejected
